SESSION,hyena_count,lion_count,note_quality,food_present,session_error_notes,notes,entry_complete,who_checked,date_checked,entered_by,entry_date,who_starts_with_food,who_ends_with_food,do_hyenas_eat,no_intx_yes_no
t19185,9,1,2,TRUE,"MIG should not be in IDs present, but rather ""MIG?"" should be in UNIDHYENAS. Therefore, the N ID Hyenas box should read 8","food parts of zebra carcass (hyenas wlk - W carrying subadult zebra leg, later obs find more hyenas, 1 that lopes - SE carrying skin). 1 hyena bloody & fat, 2 just fat, 1 obese. ""at least one lion is here"" at second location",TRUE,,,JMP,26-Mar-14,hyenas,hyenas,feed,TRUE
t1919.2,5,6,2,FALSE,,6 adult lionesses in den1 crk bushes all so. Hyenas so. GAN lope into bushes. No intx.,TRUE,,,SSM,08-Jul-14,,,,TRUE
t19244,9,1,3,TRUE,"RUB's full name written out as abbreviation this session (appears as ""RUBY""). Female lion should be given an age of ""adult"" because she is referred to as a lioness","poor visibility (darkness, bushes, grass);In CI's @ least @ st. Obs flw around group of brt soc snf-ing interacting hyenas. @ 1 of locations is a lioness ""running around."" 1 hy fat, 1 obese. Hys periodically fd scraps, 1 a ""[sm] lower leg.""Try to dart@end",TRUE,,,JMP,26-Mar-14,hyenas,hyenas,feed,TRUE
t1929.1,1,4,2,FALSE,,4 young lions 3 female and 1 male (subadult).  Seen at slp crk corssing. SB wlk twd den from 200m S of LT. no intx.,TRUE,,,SSM,08-Jul-14,,,,TRUE
t19317,5,2,3,TRUE,"Sex of these lions should be changed from ""U"" to ""M."" Context should be either ""c"" or ""k"" (probably k since lions generally feed on relatively fresh food)","find hyenas, 1 bloody & 1 fat, loping south. Follow to where 2 male lions fd in lugga. No mention of what the lions are feeding on (prob can't see b/c in lugga)",TRUE,,,JMP,26-Mar-14,lions,lions,no,FALSE
t1933,4,,2,FALSE,,FAS on HOL 0631-0645. @0631 HOL and BSH orient to a lion roar in E. lion/s never seen only heard. No intx.,TRUE,,,SSM,08-Jul-14,,,,TRUE
t19357,22,6,3,TRUE,"Should only be 4 unID's at most, since 6 of the ""~10 unID hyenas chasing off a lioness"" (0637) are later identified, 1 at 0637 (""[WHH returns]"") and 5 at 0539 who ""return from chase""","Find 3 hys,2 of them bldy.Flw,find more hys,1 ft & 1 bldy,near a fresh ad gnu carc soon seen.More ft &/or bldy hys at carc, some chasing off a lioness. In CI's once reach carcass @0637. Combis st arr ~0647.giant grp vultures arr@0655.#lns=min,#hys uncertn",TRUE,,,JMP,26-Mar-14,hyenas,hyenas,feed,FALSE
t19366,11,2,3,TRUE,Puck's full name is written out (PUCK) instead of her abbreviation (PUC) in notes throughout this session,"when find carc, lions already there (no distance from carc/fisi given), and the lions are fat so likely already ate. Adult gnu carcass, 3 hyenas fd when arr. ALI bloody & fat, several other hyenas fat/becoming fat",TRUE,,,JMP,27-Mar-14,hyenas,hyenas,feed,FALSE
t19570,16,3,3,TRUE,"LINC present this sess, so should be added to IDs present, and the N ID Hyenas should be 16. The lions are referred to as ""lionesses,"" and so should have their age changed to ""adult""","Flw m hys to ad gnu carc.6 hys here already,@least some of these fd carc.3 lns,no dist given from carc/hys,but prob ~60m-carc based on l8r scan.2 hys fat.Baitings this sess.Some driving b&f ov lug,so some In CIs.Eles tromp ov carc 0653.Tape, no ID# (0730)",TRUE,,,JMP,27-Mar-14,hyenas,hyenas,feed,FALSE
t19572,16,2,2,TRUE,"Lions should have their age changed to ""adult,"" since the term ""lionesses"" is used","Same AM as 19570, seems same area, so prob could be viewed as continuation; flw UA back to same lugga. #lions is min; plural is used, are probably 3 since there were in 19570. Very likely In CI's (lugga). Food=""HEM carries gnu leg"" (prob from 19570 carc)",TRUE,,,JMP,27-Mar-14,hyenas,hyenas,feed,FALSE
t1958,8,8,2,FALSE,CHY is CHEY in notes.,FAS on SY 0629-0700. 8 lions 2 young males 6 adult females so 200m NE of LT. no intx.,TRUE,,,SSM,08-Jul-14,,,,TRUE
t19589.2,,,,FALSE,session number is actually t19859.2; no vis hyena,,TRUE,,,TMM,24-Feb-19,,,,FALSE
t19589.3,,,,FALSE,session number is actually t19859.3; no vis hyena,,TRUE,,,TMM,24-Feb-19,,,,FALSE
t1959,6,1,2,FALSE,QUAI is quail in notes.,FAS on QUAI 0737-0835. FAS on QUO 0840-0842.,TRUE,,,SSM,08-Jul-14,,,,FALSE
t1960.4,2,1,2,FALSE,,"hyena has bloody face. SX and SY st by bushes, lioness by CT xing @0909 SY into slp crk bushes 500m E of CT xing. No intx.",TRUE,,,SSM,08-Jul-14,,,,TRUE
t19682,16,4,3,FALSE,"Context should be ""m,"" as some baiting occurs this sess. Male lions are only referred to as ""male lions,"" so their age should be changed to ""unknown""","Session starts w/baitings, then obs flw hys upstream, where run into lugga where a bunch of fuss is heard. Drive to other side of lugga & see fuss is over lions. 2 hyenas fat, 1 fat & bloody",TRUE,,,JMP,27-Mar-14,,,,FALSE
t1971,7,2,2,FALSE,,"@0707 2 adult lionesses seen on lion hill, hyenas (bud,bsh,mrb,dj,bb,sy) were near there, but line keep loping twd enph LG. no intx",TRUE,,,SSM,08-Jul-14,,,,TRUE
t1979,1,1,2,FALSE,lion is Subadult End-0752.,"young male lion so. SB sees lion 80m N, at 70m from lion lopes back 15m the [st/lk]. SB crosses ENP LG wlks on.",TRUE,,,SSM,08-Jul-14,,,,TRUE
t19859,9,2,3,FALSE,"NOD and MRPH are no vis, so they should be taken out of IDs present and given their own sessions. KIP is present this session, and should be included in IDs present. After these fixes, the N ID Hyenas should be 9. End time should be 8:53, not 8:47","No intx apart from 3 hyenas st/lk at 2 lionesses who walk toward Magic Culvert (hyenas 100m upstrm - Magic Culvert, lions ""wlk towards Magic Culvert - N."") 2 hyenas fat",TRUE,,,JMP,27-Mar-14,,,,TRUE
t19926,13,1,3,TRUE,"context should be ""k."" MIG present this session, and should be added to IDs present, making the N ID Hyenas 13","When arr, 4 hyenas (all fat, 3 bloody) st/lk, 1 lion fd subadult gnu carc ""nearby"" (no initial dist given). More hyenas (5 of them fat) emerge lugga/arr later. No age/sex given for lion. DD has fresh scarring on his right shoulder (noted after 0639)",TRUE,,,JMP,27-Mar-14,lions,lions,scraps,FALSE
t19957,9,1,3,TRUE,"HEM should not be included in IDs present, but rather ""HEM?"" should be in UNIDHYENAS. The N ID Hyenas should be 8","3 hyenas just fat, 1 hyena fat & bloody. Hyenas wan about, and in last recorded min, at bottom of final scan, says in parentheses ""Lion in bushes feeding on zebra carcass."" No age/sex given for the lion",TRUE,,,JMP,27-Mar-14,lions,lions,no,TRUE
t2011,11,,2,FALSE,BSH is BRSH in notes.,@1840 lion roaring from S. lion/s never seen only heard. No intx.,TRUE,,,SSM,08-Jul-14,,,,TRUE
t2022,4,16,2,TRUE,QUAI is QUAIL in notes.,"lion kill topi. 4 big males, 6 females, 4 subadults, and 2 cubs. FAS on RCN,ZIP,FN, QUAI 0714-0921. hyenas find a leg,horns,ribcage. Hyenas ignore lions and are so far away from them. At some point lions lv kill. Combies here scaring hyenas.",TRUE,,,SSM,09-Jul-14,lions,hyenas,feed,TRUE
t2044,3,2,2,TRUE,,2 adult female lions wlk SW then to den1 crk cul-de-sac. SCY emerges from slp crk in den1 crk/slp crk cul-de-sac and wlks S. SCY finds fresh pelvis and eats it. No intx.,TRUE,,,SSM,09-Jul-14,hyenas,hyenas,feed,TRUE
t2047,25,3,1,TRUE,,"more than 25 hyenas at giraffe carcass, more than 3 adult female lions.incomplete Cis due to no car or binoculars. Much whooping and [?][?]. Only recognize 3 hyenas. Male adult giraffe die 3/30 bash heads w/A male giraffe. Head neck injuries.notes below",TRUE,,,SSM,09-Jul-14,,,,FALSE
t2058,19,5,2,TRUE,SD is SDY in notes. MU is MUTT in notes. GAN not present.,3 young female lions topi kill. 2 young male lions here as well. Lions fd at beginning. Topi kill. Age of lions confusing. @0708 not much left of kill only horns and a few vertebrae.,TRUE,,,SSM,09-Jul-14,lions,hyenas,scraps,FALSE
t206,23,5,3,FALSE,end time 1859. SE is SNEY in notes and SHER is SH in notes,most of session has no lions present. No intx.,TRUE,,,SSM,11-Jun-14,,,,TRUE
t20602,2,2,2,FALSE,,"No distance given, just ""NOD WHH st/lk at lionesses in Bad Bushes""",TRUE,,,JMP,27-Mar-14,,,,TRUE
t20815,15,1,1,TRUE,also 3 cubs(a year old),"young zebra kill. Notes say it’s a hyena kill. The lion comes in and stelas the kill.hyena with ear tag is very bloody (this male is submissive to3-4 other females) ""left ear tag"" is only hyena familiar.",TRUE,,,SSM,28-May-14,hyenas,lions,feed,FALSE
t2085,3,1,2,FALSE,,"adult lioness going into SC in Cul-de-sac from N. Hyenas wlking twd SC (CHY, SX, unID). No intx.",TRUE,,,SSM,08-Jul-14,,,,TRUE
t2086,4,,2,TRUE,lionesses are adults,hyenas eat remains of a topi kill. Large pieces of bone.@0725 >(greater than/equal to) lioness nearby. Never give number or age but assume they are adults. No intx.,TRUE,,,SSM,08-Jul-14,hyenas,hyenas,scraps,TRUE
t209.1,,1,1,TRUE,,find lion by a gnu kill and many hyenas. Obs says looks like lion may have stolen hyena kill. Not much info at all. No intx.,TRUE,,,SSM,11-Jun-14,,,,TRUE
t2094,7,,2,FALSE,QUAI is QUAIL in notes. Mm is tman.,"lions on hill between NL and 13L, don’t know age/sex/number.  No intx. Cheetahs in this session.",TRUE,,,SSM,08-Jul-14,,,,TRUE
t20952,2,1,2,FALSE,,BAIL and SY start so.,TRUE,,,SSM,21-May-14,,,,FALSE
t2096.7,1,6,2,FALSE,,EN 70m from 1 male lion 6 females all adults. Full stomach. No intx.,TRUE,,,SSM,08-Jul-14,,,,TRUE
t21041,29,,3,TRUE,"PUC & MCA should be included in IDs present, making the N ID Hyenas 29. HG circled twice in notes at 0630 (initial scan) and at 0638. HML also circled twice, 0630 & 0639. DEL circled twice, 0630 & 0654. WR circled twice, 0630 & 0654","Only thing says about lions is when arr: ""At least one lion here."" No distances or anything. Hyenas feeding carc. Ad gnu carc. ""Note: Incomplete CI's due to way too much excitement,"" but good notes. 9 hys fat/obese, 1 of them also bloody",TRUE,,,JMP,27-Mar-14,hyenas,hyenas,feed,TRUE
t21104,5,1,3,TRUE,,"lioness here at start, no distance or position info. Information on lion interactions extremely lacking, but notes overall good quality. HG obese. Food=baby topi bits that HML feeds on. Hyenas lv area at end, no note on where lion is/if lion still around",TRUE,,,JMP,28-Mar-14,hyenas,hyenas,feed,FALSE
t21136,31,4,3,TRUE,"ATH, CUJ, and HER should all be included in IDs present, making the N ID Hyenas 31. ""run2"" in IDs present should read ""runt."" SCH is circled twice in notes (0611 & 0724)","4 lions (no age/sex given) in possession of ad gnu carc when arr (seems at least some are fd, but doesn't directly say). Initial/almost initial dist's given for 2 hys-lions=5 & 70m. Many hys, ver likely in. CI's.Sevrl hys ft, 1 also bldy. Hys take carc!!!",TRUE,,,JMP,28-Mar-14,lions,hyenas,feed,FALSE
t2123.7,3,2,2,FALSE,,hyenas so. At least 2 female adult lions 200m S of den. Moms seem to be keeping an eye on den. No intx.,TRUE,,,SSM,09-Jul-14,,,,TRUE
t2129.3,10,,1,TRUE,missing MU form hyena list. QUAI is QUAIL in notes.,lions on kill don’t know age/sex/number. Not much info given at all. I think this is no intx. SA zebra kill.,TRUE,,,SSM,09-Jul-14,lions,lions,scraps,TRUE
t21311,16,4,3,TRUE,"Context should be ""k""","Ad gnu carc. 4 lionesses here when arr, but hys in poss of carc. 6 hys fat/obese, 2 also bloody. Comby scares some hyenas at 0718 (maybe combis contribute to absense of lions, if lions are gone after they are no longer mentioned??)",TRUE,,,JMP,28-Mar-14,hyenas,hyenas,feed,FALSE
t21313,1,3,3,FALSE,,"The hyena in this session (CYP) is dead, 150m - communal den. 2 lionesses and a cub are here, although their distance from CYP's dead body is not given. Obs collect body",TRUE,,,JMP,28-Mar-14,,,,TRUE
t2132,6,8,3,TRUE,QUAI is QUAIL in notes.,"zebra killed by lions (from yesterday AM) 1 adult male lion 7 unknown age/sex lions. FAS on MU and QUAI 0631-0805 (baby tommy that hyenas eat lions not involved). MU chased jackal, jackal bite 9B. No real intx.",TRUE,,,SSM,22-Jul-14,lions,lions,no,TRUE
t2133.7,2,,1,TRUE,,site of wednesdays zebra kill several lions here (no age/sex/number) MU and SX snf wan 150m away on jackal hill.  No intx.,TRUE,,,SSM,09-Jul-14,lions,lions,no,TRUE
t2135,24,8,1,TRUE,BSH is BRSH and QUAI is QUAIL in notes.,"adult topi kill. @1730-fa,ua,sy,bud,sx,rv,hp,pt,who,kb. 7 lions unknown age/sex. 1hyena bloody.",TRUE,,,SSM,22-Jul-14,hyenas,lions,feed,FALSE
t21378,24,1,2,FALSE,"HG and CR should be included in the IDs present. CPA should not be included in the IDs present. Therefore, the N ID Hyenas should read 24","Must be incomplete CI's due to #fisi. Lion only called a ""lion (male),"" but given the obs could tell its sex from 100m & the way the many hys are acting so cautious even when a lion is app the den I have kept its age as adult (like the sessioners have it)",TRUE,,,JMP,28-Mar-14,,,,FALSE
t21379,8,5,2,TRUE,"No age is given for these male lions (they are referred to as ""5-6 male lions""), so their age should be changed to ""unknown."" Session's end time should be 6:48","#lions is a minimum, as notes say ""5-6 male lions."" Lions feed buffalo carcass. No distance from hyenas given, or what hyenas are doing past 1 chewing on ""old skin"" and another so",TRUE,,,JMP,03-Apr-14,lions,lions,scraps,TRUE
t21390,34,3,3,FALSE,"ALI should  be included in IDs present, making the N ID Hyenas 34. 2 of the lions present are males, but their age isn't given, so it should be ""unknown."" 1 of  the lion's age/sex is never given, so it should be in a separate row w/unknown sex and age","""2 lions (males) so near den"" when arr, w/many hys st/lk. Distance given only for 2 hys, who are 50m - lions. Prob some In CI's due to #fisi, although doesn't say so. Combies disturb peace toward end of session, scaring some fisi away (0641, 0643)",TRUE,,,JMP,03-Apr-14,,,,FALSE
t21394,24,1,3,TRUE,AMAR should not be in IDs present; only picked up & then seen next sess. DD and YET should both be incl in IDs present. N ID Hyenas should be 23. RUB? should be incl in UNIDHYENAS (1846),"carc unidentified. Poor vis- In CI's.No lions until @ 1847 when charges in, but prior starting @ 1814 there are many periodic alarm rumbles,along with everyone scaring at a vulture (1837) as tho jumpy, &  several other mass freakouts (e.g. 1840).4 hys fat",TRUE,,,JMP,03-Apr-14,hyenas,,feed,FALSE
t21409,2,1,2,TRUE,"Context should be either ""c"" or ""k"" due to the topi leg that BOS carries","CR wlk N. BOS carries topi leg flw 50m - CR. ""Note: 1 lion around here."" No age/sex of lion given, no distance from fisi given, no lion behavior given",TRUE,,,"JMP
JMP",03-Apr-14,hyenas,hyenas,feed,TRUE
t21410,3,2,3,TRUE,,"adult topi carcass. 2 lionesses so 100m - carcass, 3 non-Talek hyenas here feeding ""(Warlocks? Southern Comfort?)""",TRUE,,,JMP,03-Apr-14,hyenas,hyenas,feed,TRUE
t21418,17,1,2,TRUE,,"gnu carcass. Poor vis (bushes); In CI's. Lion on gnu carc when arr, no age/sex class given for lion. Several fisi fat. Ends w/everyone oos - N but 4 hyenas who st/lk (distance from lion/carc not given)",TRUE,,,JMP,03-Apr-14,lions,lions,scraps,FALSE
t21437,3,3,3,FALSE,,"EXC and MER loping downstream when 3 lionesses emerge SRL 300m - EXC MER. No real intx, although EXC MER parallel wlk in direction of lions",TRUE,,,JMP,03-Apr-14,,,,TRUE
t21458,14,1,3,TRUE,GDZ? (0647) should  be in UNIDHYENAS,"ad male lion so, and only scraps left when arr. All that is said about the lion is in the initial scan, ""1 adult male lion so here,"" no dist from hys, who hv scrps and go about their business, seemingly wlking off shortly.4 hys fat, 1 of these also bloody",TRUE,,,JMP,03-Apr-14,hyenas,hyenas,scraps,TRUE
t21522,9,,3,FALSE,,"#lions not given, just ""lions so"" at initial location, then focus is on fisi who run along the lugga, no more said abt lions. Doesn't seem like obs stay in the area w/the lions. Most fisi lv wlk/go oos at end, w/a few st/lk",TRUE,,,JMP,03-Apr-14,,,,TRUE
t2155,18,1,2,TRUE,,2 kills one adult female and one adult male tommy kill. Lioness races up to male tommy kill and looks around. All that’s left is head/neck of tommy KB wlks off with. Lioness gets no food. No intx.,TRUE,,,SSM,09-Jul-14,hyenas,hyenas,feed,TRUE
t2160.4,7,8,2,FALSE,end time 1801. MU is MUT in notes.,hyenas all so lions so as well. MU is closest at 60m away. The rest of the hyenas are at least 150m away from lions. No intx. Don’t know age/sex of lions,TRUE,,,SSM,09-Jul-14,,,,TRUE
t21654,1,2,3,FALSE,,"""KIP so 100m - 2 lionesses."" No mention of what lionesses are doing (also so?)",TRUE,,,JMP,03-Apr-14,,,,TRUE
t2169,6,2,2,FALSE,QUAI is QUAIL and BSH is BRSH in notes.,FAS on QUAI 0645-0740. combies here disturbing hyenas. Don’t know age or sex of second lion.,TRUE,,,SSM,09-Jul-14,,,,FALSE
t21742,1,1,3,FALSE,"lion's age should be ""unknown."" Only referred to as ""a lion""",JJ loping NE when arr. It's raining,TRUE,,,JMP,03-Apr-14,,,,FALSE
t21764,4,3,3,FALSE,"Technically does not given the age of any of these lions, so for consistency's sake their ages should be changed to ""unknown""",Track BP to where he & 2 other hys st/lk at 2 male & 1 female lion (no distances given). Doesn't say what lions are doing. Hyenas lv wlk,TRUE,,,JMP,03-Apr-14,,,,TRUE
t2182,15,1,2,TRUE,,adult female tommy kill. Hyenas bloody. Obs thinks OT made kill. No intx.,TRUE,,,SSM,09-Jul-14,hyenas,hyenas,feed,TRUE
t2183,8,7,2,FALSE,QUAI is QUAIL in notes.,at least 8 lions. 1 by den and 7 spread out S of den. Don’t know age/sex. No real intx.,TRUE,,,SSM,09-Jul-14,,,,TRUE
t2183.6,3,8,2,FALSE,,same lions from 2183. hyenas so 50m away from lions watching them. 200m S of k-6 den. No intx.,TRUE,,,SSM,09-Jul-14,,,,TRUE
t21844,7,2,3,TRUE,,"When arr, 2 male lions groom and fd on adult topi. Hys st/lk / wan / so, no dist.s given. 2 hys fat, 1 hy bloody, 1 hy bloody & fat. Possibly some In CI's as collect poop at 0738. Hys so at end, no distances from lions (not mentioned after initial scan)",TRUE,,,JMP,03-Apr-14,lions,lions,no,TRUE
t21906,4,2,3,FALSE,"Since these lions are called ""2 big male lions,"" I think they should be given the age ""adult""","All hyenas bloody, all but 1 also fat. No distances from lions, lions so, all hyenas wlk - W (lv wlk)",TRUE,,,JMP,04-Apr-14,,,,TRUE
t2194,2,3,2,FALSE,,2 adult male lions chase young adult male lions all over plains. No real intx.,TRUE,,,SSM,09-Jul-14,,,,TRUE
t22025,2,1,3,TRUE,,male lion fd subadult zebra 50m - HG (no behavior) DUB (st/lk). No one noted as being bloody or fat,TRUE,,,JMP,04-Apr-14,lions,lions,no,TRUE
